q,NormalSparsity
0.0918,0.2678841290866158
0.0919,0.2679644646248919
0.0920,0.26804476309573044
0.0921,0.26812502456710496
0.0922,0.268205249106793
0.0923,0.2682854367823771
0.0924,0.2683655876612456
0.0925,0.268445701810593
0.0926,0.2685257792974214
0.0927,0.2686058201885406
0.0928,0.2686858245505691
0.0929,0.26876579244993526
0.0930,0.2688457239528773
0.0931,0.26892561912544477
0.0932,0.2690054780334988
0.0933,0.2690853007427131
0.0934,0.2691650873185744
0.0935,0.2692448378263838
0.0936,0.26932455233125685
0.0937,0.2694042308981245
0.0938,0.26948387359173387
0.0939,0.2695634804766492
0.0940,0.26964305161725194
0.0941,0.2697225870777421
0.0942,0.26980208692213875
0.0943,0.2698815512142804
0.0944,0.2699609800178263
0.0945,0.27004037339625653
0.0946,0.2701197314128733
0.0947,0.27019905413080114
0.0948,0.2702783416129877
0.0949,0.27035759392220465
0.0950,0.2704368111210482
0.0951,0.2705159932719399
0.0952,0.27059514043712707
0.0953,0.2706742526786836
0.0954,0.27075333005851077
0.0955,0.2708323726383378
0.0956,0.27091138047972235
0.0957,0.2709903536440514
0.0958,0.27106929219254183
0.0959,0.2711481961862412
0.0960,0.27122706568602806
0.0961,0.2713059007526128
0.0962,0.2713847014465386
0.0963,0.27146346782818154
0.0964,0.2715421999577515
0.0965,0.27162089789529276
0.0966,0.2716995617006846
0.0967,0.2717781914336421
0.0968,0.2718567871537165
0.0969,0.271935348920296
0.0970,0.27201387679260625
0.0971,0.27209237082971116
0.0972,0.2721708310905133
0.0973,0.2722492576337546
0.0974,0.2723276505180172
0.0975,0.27240600980172325
0.0976,0.2724843355431367
0.0977,0.27256262780036294
0.0978,0.2726408866313498
0.0979,0.2727191120938879
0.0980,0.27279730424561177
0.0981,0.27287546314399963
0.0982,0.2729535888463749
0.0983,0.27303168140990586
0.0984,0.273109740891607
0.0985,0.2731877673483391
0.0986,0.27326576083680987
0.0987,0.2733437214135748
0.0988,0.2734216491350375
0.0989,0.2734995440574502
0.0990,0.27357740623691457
0.0991,0.273655235729382
0.0992,0.27373303259065435
0.0993,0.27381079687638443
0.0994,0.2738885286420766
0.0995,0.2739662279430871
0.0996,0.274043894834625
0.0997,0.2741215293717524
0.0998,0.2741991316093852
